Trade Date/Time,CUSIP *,Security Description *,Coupon(%),MaturityDate,Price (%),Yield (%),Calculation/ Date & Price (%),TradeAmount($),SpecialCondition
05/06/2019 01:18 PM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.142,1.61,"05/15/2023
@ 100","10,000",Customer bought,-
06/17/2019 11:27 AM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.21,1.68,"08/01/2024
@ 100","630,000",Customer bought,-
06/13/2019 11:18 AM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.601,1.61,"08/01/2024
@ 100","1,000,000",Customer bought,-
06/11/2019 03:47 PM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.548,1.62,"08/01/2024
@ 100","120,000",Customer bought,-
06/11/2019 11:20 AM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.239,1.686,"08/01/2024
@ 100","1,750,000",Customer sold,-
06/06/2019 02:11 PM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.447,1.65,"08/01/2024
@ 100","1,750,000",Customer bought,-
06/06/2019 10:59 AM,93974DHC5,"STATE OF WASHINGTON / WASHINGTON VARIOUS PURPOSE GENERAL OBLIGATION BONDS, SERIES 2015A-1",5,08/01/2029,116.297,1.678,"08/01/2024
@ 100","1,750,000",Customer sold,-
06/25/2019 03:24 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.801,2.14,"03/15/2026
@ 100","1,515,000",Customer bought,-
06/25/2019 02:47 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.801,2.14,"03/15/2026
@ 100","240,000",Customer bought,-
06/13/2019 02:39 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.869,2.14,"03/15/2026
@ 100","500,000",Customer bought,-
06/13/2019 01:26 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.938,2.13,"03/15/2026
@ 100","50,000",Inter-dealer trade,
06/13/2019 01:26 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.938,2.13,"03/15/2026
@ 100","50,000",Customer bought,
06/06/2019 04:20 PM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.848,2.15,"03/15/2026
@ 100","245,000",Customer bought,-
06/05/2019 09:37 AM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.662,2.18,"03/15/2026
@ 100","2,550,000",Inter-dealer trade,-
06/05/2019 09:34 AM,59333RGV0,"SCHOOL DISTRICT OF MIAMI-DADE COUNTY, FLORIDA / GENERAL OBLIGATION SCHOOL BONDS, SERIES 2016",5,03/15/2035,117.602,2.189,"03/15/2026
@ 100","2,550,000",Inter-dealer trade,-
06/03/2019 01:02 PM,915183C47,STATE BOARD OF REGENTS OF THE STATE OF UTAH / UNIVERSITY OF UTAH - GENERAL REVENUE - SERIES 2014B (REFUND),5,08/01/2028,113.183,1.7,"08/01/2023
@ 100","15,000",Inter-dealer trade,-
06/03/2019 01:02 PM,915183C47,STATE BOARD OF REGENTS OF THE STATE OF UTAH / UNIVERSITY OF UTAH - GENERAL REVENUE - SERIES 2014B (REFUND),5,08/01/2028,115.058,1.268,"08/01/2023
@ 100","15,000",Customer bought,-
06/20/2019 11:15 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.6,1.48,"11/15/2022
@ 100","100,000",Customer bought,-
06/20/2019 10:12 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.299,1.574,"11/15/2022
@ 100","100,000",Customer sold,-
06/13/2019 02:34 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.29,1.586,"11/15/2022
@ 100","55,000",Inter-dealer trade,
06/13/2019 02:34 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.39,1.558,"11/15/2022
@ 100","55,000",Inter-dealer trade,
06/13/2019 02:34 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.44,1.544,"11/15/2022
@ 100","55,000",Inter-dealer trade,
06/13/2019 02:34 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.44,1.544,"11/15/2022
@ 100","55,000",Customer bought,
06/13/2019 01:28 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.695,1.756,"11/15/2022
@ 100","40,000",Customer sold,-
06/13/2019 01:27 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.795,1.727,"11/15/2022
@ 100","40,000",Inter-dealer trade,
06/13/2019 01:27 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.92,1.691,"11/15/2022
@ 100","40,000",Inter-dealer trade,
06/13/2019 01:34 PM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,106.11,1.671,"05/01/2021
@ 100","5,000",Customer sold,-
06/04/2019 11:53 AM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,117.231,1.9,"05/01/2025
@ 100","25,000",Inter-dealer trade,
06/04/2019 11:53 AM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,117.281,1.892,"05/01/2025
@ 100","25,000",Customer bought,-
06/04/2019 11:53 AM,576544S92,"MATANUSKA-SUSITNA BOROUGH, ALASKA / GENERAL OBLIGATION SCHOOL BONDS, 2015 SERIES B GENERAL OBLIGATION TRANSPORTATION SYSTEM BONDS, 2015 SERIES C",5,11/01/2030,117.131,1.916,"05/01/2025
@ 100","25,000",Customer sold,-
06/28/2019 01:46 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.829,1.26,"08/01/2023
@ 100","250,000",Customer sold,
06/27/2019 12:06 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.709,1.29,"08/01/2023
@ 100","300,000",Customer bought,
06/27/2019 12:06 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.709,1.29,"08/01/2023
@ 100","1,000,000",Customer bought,-
06/21/2019 12:01 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.568,1.336,"08/01/2023
@ 100","300,000",Customer sold,
06/13/2019 01:48 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.715,1.32,"08/01/2023
@ 100","1,000,000",Customer sold,-
06/10/2019 02:15 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.85,1.3,"08/01/2023
@ 100","200,000",Customer bought,-
06/07/2019 01:03 PM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.699,1.337,"08/01/2023
@ 100","105,000",Customer sold,-
06/07/2019 11:48 AM,64971XGQ5,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2007 SERIES A, SUBSERIES A-3",5,08/01/2023,114.694,1.338,"08/01/2023
@ 100","200,000",Customer sold,-
06/04/2019 03:16 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,75.75,-,-,"30,000",Customer bought,-
06/04/2019 12:02 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,74.5,-,-,"30,000",Inter-dealer trade,
06/04/2019 12:02 PM,74526QXU1,"PUERTO RICO ELECTRIC POWER AUTHORITY / POWER REVENUE BONDS, SERIES AAA",5.25,07/01/2021,74.25,-,-,"30,000",Customer sold,-
06/26/2019 03:10 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.344,1.5,"10/01/2020
@ 100","25,000",Customer bought,-
06/19/2019 03:34 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,103.005,2.591,"10/01/2020
@ 100","15,000",Customer sold,-
06/19/2019 03:34 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,103.73,2.026,"10/01/2020
@ 100","15,000",Inter-dealer trade,-
06/19/2019 03:28 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,103.97,1.84,"10/01/2020
@ 100","15,000",Inter-dealer trade,
06/19/2019 03:26 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.22,1.647,"10/01/2020
@ 100","15,000",Inter-dealer trade,
06/12/2019 12:16 PM,73358WZT4,"THE PORT AUTHORITY OF NEW YORK AND NEW JERSEY / CONSOLIDATED BONDS, ONE HUNDRED NINETY-FIFTH SERIES",5,10/01/2020,104.19,1.718,"10/01/2020
@ 100","10,000",Customer sold,-
06/12/2019 02:12 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.025,2.107,"07/15/2025
@ 100","15,000",Customer sold,
06/12/2019 02:12 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.025,2.107,"07/15/2025
@ 100","15,000",Inter-dealer trade,
06/12/2019 02:03 PM,451913AH0,ILLINOIS DEV FIN AUTH RETIREMENT HSG REV / RETIRE HSG REV BDS REGENCY PARK AT LINCOLNWOOD 1991 B,-,07/15/2025,88.375,2.041,"07/15/2025
@ 100","15,000",Customer bought,-
06/19/2019 11:55 AM,64966L2M2,THE CITY OF NEW YORK / GENERAL OBLIGATION BONDS FISCAL 2016 SERIES B,5,08/01/2027,119.846,1.58,"08/01/2025
@ 100","30,000",Customer bought,-
06/03/2019 09:03 AM,64966L2M2,THE CITY OF NEW YORK / GENERAL OBLIGATION BONDS FISCAL 2016 SERIES B,5,08/01/2027,119.203,1.701,"08/01/2025
@ 100","30,000",Inter-dealer trade,
06/25/2019 01:49 PM,64971W7Q7,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY, NEW YORK / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2018 SERIES 1",5,11/01/2028,126.279,1.62,"11/01/2027
@ 100","30,000",Customer bought,-
06/18/2019 01:03 PM,64971W7Q7,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY, NEW YORK / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2018 SERIES 1",5,11/01/2028,126.515,1.6,"11/01/2027
@ 100","3,395,000",Customer bought,-
06/05/2019 03:11 PM,64971W7Q7,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY, NEW YORK / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2018 SERIES 1",5,11/01/2028,127.073,1.55,"11/01/2027
@ 100","265,000",Customer bought,-
06/03/2019 10:59 AM,64971W7Q7,"NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY, NEW YORK / FUTURE TAX SECURED SUBORDINATE BONDS FISCAL 2018 SERIES 1",5,11/01/2028,126.239,1.645,"11/01/2027
@ 100","30,000",Customer sold,-
06/06/2019 12:01 PM,41423PAE7,"HARRIS COUNTY, TEXAS / TOLL ROAD SENIOR LIEN REVENUE AND REFUNDING BONDS, SERIES 2018A",5,08/15/2023,114.261,1.47,"08/15/2023
@ 100","175,000",Customer sold,-
06/06/2019 11:51 AM,41423PAE7,"HARRIS COUNTY, TEXAS / TOLL ROAD SENIOR LIEN REVENUE AND REFUNDING BONDS, SERIES 2018A",5,08/15/2023,114.461,1.424,"08/15/2023
@ 100","175,000",Inter-dealer trade,
06/06/2019 11:51 AM,41423PAE7,"HARRIS COUNTY, TEXAS / TOLL ROAD SENIOR LIEN REVENUE AND REFUNDING BONDS, SERIES 2018A",5,08/15/2023,114.461,1.424,"08/15/2023
@ 100","175,000",Inter-dealer trade,
06/06/2019 11:51 AM,41423PAE7,"HARRIS COUNTY, TEXAS / TOLL ROAD SENIOR LIEN REVENUE AND REFUNDING BONDS, SERIES 2018A",5,08/15/2023,114.961,1.31,"08/15/2023
@ 100","175,000",Customer bought,-
06/24/2019 01:24 PM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.768,1.3,"08/15/2021
@ 100","150,000",Customer bought,-
06/20/2019 04:19 PM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.766,1.31,"08/15/2021
@ 100","50,000",Inter-dealer trade,
06/20/2019 04:19 PM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.916,1.242,"08/15/2021
@ 100","50,000",Customer bought,-
06/13/2019 10:25 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.768,1.34,"08/15/2021
@ 100","145,000",Customer bought,
06/13/2019 10:23 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.768,1.34,"08/15/2021
@ 100","145,000",Inter-dealer trade,-
06/12/2019 10:33 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.815,1.333,"08/15/2021
@ 100","175,000",Inter-dealer trade,
06/12/2019 10:33 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.865,1.31,"08/15/2021
@ 100","175,000",Inter-dealer trade,
06/12/2019 10:33 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,108.24,1.143,"08/15/2021
@ 100","175,000",Customer bought,-
06/12/2019 08:32 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.494,1.476,"08/15/2021
@ 100","20,000",Inter-dealer trade,
06/12/2019 08:32 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.619,1.42,"08/15/2021
@ 100","20,000",Inter-dealer trade,
06/11/2019 03:06 PM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.68,1.397,"08/15/2021
@ 100","500,000",Customer sold,-
06/11/2019 10:17 AM,91514AGB5,BOARD OF REGENTS OF THE UNIVERSITY OF TEXAS SYSTEM / REVENUE FINANCING SYSTEM REFUNDING BONDS SERIES 2016,5,08/15/2021,107.096,1.659,"08/15/2021
@ 100","20,000",Customer sold,-
06/12/2019 03:01 PM,60412AMQ3,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,100.845,2.74,"11/01/2019
@ 100","20,000",Customer sold,-
06/12/2019 03:01 PM,60412AMQ3,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.22,1.762,"11/01/2019
@ 100","20,000",Inter-dealer trade,
06/12/2019 03:01 PM,60412AMQ3,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.32,1.503,"11/01/2019
@ 100","20,000",Customer bought,-
06/19/2019 01:06 PM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.67,1.53,"04/01/2020
@ 100","25,000",Inter-dealer trade,-
06/19/2019 01:06 PM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.695,1.499,"04/01/2020
@ 100","25,000",Customer bought,-
06/18/2019 11:24 AM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.616,1.622,"04/01/2020
@ 100","25,000",Customer sold,-
06/18/2019 11:24 AM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.616,1.622,"04/01/2020
@ 100","25,000",Inter-dealer trade,-
06/13/2019 11:48 AM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,103.09,1.054,"04/01/2020
@ 100","50,000",Inter-dealer trade,
06/13/2019 11:48 AM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,103.09,1.054,"04/01/2020
@ 100","50,000",Inter-dealer trade,-
06/13/2019 11:48 AM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,103.479,0.573,"04/01/2020
@ 100","50,000",Customer bought,-
06/12/2019 03:04 PM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.56,1.749,"04/01/2020
@ 100","50,000",Customer sold,-
06/12/2019 03:04 PM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.76,1.501,"04/01/2020
@ 100","50,000",Inter-dealer trade,
06/12/2019 03:04 PM,650014TN3,NEW YORK STATE THRUWAY AUTHORITY / SECOND GENERAL HIGHWAY & BRIDGE TRUST FUND BONDS SERIES 2010A,5,04/01/2023,102.86,1.378,"04/01/2020
@ 100","50,000",Inter-dealer trade,
06/20/2019 02:10 PM,60412AML4,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.217,1.521,"11/01/2019
@ 100","80,000",Customer bought,
06/20/2019 02:02 PM,60412AML4,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.217,1.521,"11/01/2019
@ 100","80,000",Inter-dealer trade,-
06/12/2019 03:02 PM,60412AML4,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,100.92,2.544,"11/01/2019
@ 100","80,000",Customer sold,-
06/12/2019 03:02 PM,60412AML4,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.17,1.892,"11/01/2019
@ 100","80,000",Inter-dealer trade,
06/12/2019 03:02 PM,60412AML4,MINNESOTA ST / GO ST BDS 2009K,5,11/01/2020,101.27,1.632,"11/01/2019
@ 100","80,000",Inter-dealer trade,
06/12/2019 03:03 PM,938782DP1,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY / GROSS REVENUE TRANSIT BONDS SERIES 2009A,5.25,07/01/2020,99.821,8.846,"07/01/2019
@ 100","50,000",Customer sold,-
06/12/2019 03:03 PM,938782DP1,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY / GROSS REVENUE TRANSIT BONDS SERIES 2009A,5.25,07/01/2020,100.021,4.693,"07/01/2019
@ 100","50,000",Inter-dealer trade,
06/12/2019 03:03 PM,938782DP1,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY / GROSS REVENUE TRANSIT BONDS SERIES 2009A,5.25,07/01/2020,100.121,2.622,"07/01/2019
@ 100","50,000",Customer bought,-
06/28/2019 11:46 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.714,1.35,"05/15/2023
@ 100","75,000",Customer bought,-
06/28/2019 11:45 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.548,1.391,"05/15/2023
@ 100","75,000",Inter-dealer trade,
06/28/2019 11:45 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.673,1.36,"05/15/2023
@ 100","75,000",Inter-dealer trade,
06/27/2019 04:22 PM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.54,1.395,"05/15/2023
@ 100","135,000",Customer sold,-
06/27/2019 10:31 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.642,1.37,"05/15/2023
@ 100","300,000",Inter-dealer trade,
06/27/2019 10:31 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,115.142,1.003,"05/15/2023
@ 100","300,000",Customer bought,-
06/27/2019 10:31 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.642,1.37,"05/15/2023
@ 100","300,000",Inter-dealer trade,-
06/26/2019 01:50 PM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.411,1.434,"05/15/2023
@ 100","75,000",Customer sold,
06/26/2019 01:50 PM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.411,1.434,"05/15/2023
@ 100","75,000",Inter-dealer trade,-
06/25/2019 10:35 AM,89602NE91,TRIBOROUGH BRIDGE AND TUNNEL AUTHORITY (MTA BRIDGES AND TUNNELS) / SUBORDINATE REVENUE REFUNDING BONDS 2013A CURRENT INTEREST BONDS (THE SERIES 2013A CIBS),5,11/15/2025,113.62,1.385,"05/15/2023
@ 100","170,000",Customer sold,-
